Circles			Editing site 		
chr3L	8942378	8942379	chr3L	8942378	8942379
chr3L	8942378	8942379	chr3L	8942378	8942379
chr3L	8942378	8942379	chr3L	8942378	8942379
chr3L	23023527	23023528	chr3L	23023527	23023528
chr3L	23023306	23023307	chr3L	23023306	23023307
chr3L	23023283	23023284	chr3L	23023283	23023284
chr3L	23023275	23023276	chr3L	23023275	23023276
chr3L	23023290	23023291	chr3L	23023290	23023291
chr3L	23023284	23023285	chr3L	23023284	23023285
chr3L	23023297	23023298	chr3L	23023297	23023298
chr3L	23023305	23023306	chr3L	23023305	23023306
chr3L	23023314	23023315	chr3L	23023314	23023315
chr3L	974363	974364	chr3L	974363	974364
chr3L	9155218	9155219	chr3L	9155218	9155219
chr3L	9150393	9150394	chr3L	9150393	9150394
chr3L	9151275	9151276	chr3L	9151275	9151276
chr3L	9155185	9155186	chr3L	9155185	9155186
chr3L	9153153	9153154	chr3L	9153153	9153154
chr3L	9153838	9153839	chr3L	9153838	9153839
chr3L	9155609	9155610	chr3L	9155609	9155610
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	20255701	20255702	chr3L	20255701	20255702
chr3L	20255617	20255618	chr3L	20255617	20255618
chr3L	20255666	20255667	chr3L	20255666	20255667
chr3L	20255672	20255673	chr3L	20255672	20255673
chr3L	20255670	20255671	chr3L	20255670	20255671
chr3L	20255676	20255677	chr3L	20255676	20255677
chr3L	20255694	20255695	chr3L	20255694	20255695
chr3L	20255698	20255699	chr3L	20255698	20255699
chr3L	20255695	20255696	chr3L	20255695	20255696
chr3L	20255607	20255608	chr3L	20255607	20255608
chr3L	20255702	20255703	chr3L	20255702	20255703
chr3L	20255595	20255596	chr3L	20255595	20255596
chr3L	20255699	20255700	chr3L	20255699	20255700
chr3L	20255601	20255602	chr3L	20255601	20255602
chr3L	20255609	20255610	chr3L	20255609	20255610
chr3L	20255597	20255598	chr3L	20255597	20255598
chr3L	20255625	20255626	chr3L	20255625	20255626
chr3L	20255623	20255624	chr3L	20255623	20255624
chr3L	23270752	23270753	chr3L	23270752	23270753
chr3L	23271197	23271198	chr3L	23271197	23271198
chr3L	23271520	23271521	chr3L	23271520	23271521
chr3L	4586053	4586054	chr3L	4586053	4586054
chr3L	4586039	4586040	chr3L	4586039	4586040
chr3L	4585858	4585859	chr3L	4585858	4585859
chr3L	4586714	4586715	chr3L	4586714	4586715
chr3L	4586715	4586716	chr3L	4586715	4586716
chr3L	4584249	4584250	chr3L	4584249	4584250
chr3L	4584431	4584432	chr3L	4584431	4584432
chr3L	4584256	4584257	chr3L	4584256	4584257
chr3L	4585859	4585860	chr3L	4585859	4585860
chr3L	4585851	4585852	chr3L	4585851	4585852
chr3L	4585849	4585850	chr3L	4585849	4585850
chr3L	4585865	4585866	chr3L	4585865	4585866
chr3L	2438707	2438708	chr3L	2438707	2438708
chr3L	1029413	1029414	chr3L	1029413	1029414
chr3L	1027109	1027110	chr3L	1027109	1027110
chr3L	1026639	1026640	chr3L	1026639	1026640
chr3L	23270752	23270753	chr3L	23270752	23270753
chr3L	23271197	23271198	chr3L	23271197	23271198
chr3L	23271520	23271521	chr3L	23271520	23271521
chr3L	4362670	4362671	chr3L	4362670	4362671
chr3L	4362390	4362391	chr3L	4362390	4362391
chr3L	4362225	4362226	chr3L	4362225	4362226
chr3L	4362669	4362670	chr3L	4362669	4362670
chr3L	4362224	4362225	chr3L	4362224	4362225
chr3L	4362226	4362227	chr3L	4362226	4362227
chr3L	4362631	4362632	chr3L	4362631	4362632
chr3L	4362653	4362654	chr3L	4362653	4362654
chr3L	4362637	4362638	chr3L	4362637	4362638
chr3L	4361252	4361253	chr3L	4361252	4361253
chr3L	4361226	4361227	chr3L	4361226	4361227
chr3L	4362676	4362677	chr3L	4362676	4362677
chr3L	4362442	4362443	chr3L	4362442	4362443
chr3L	4361622	4361623	chr3L	4361622	4361623
chr3L	4362627	4362628	chr3L	4362627	4362628
chr3L	4362392	4362393	chr3L	4362392	4362393
chr3L	4362432	4362433	chr3L	4362432	4362433
chr3L	4362628	4362629	chr3L	4362628	4362629
chr3L	4362435	4362436	chr3L	4362435	4362436
chr3L	4361560	4361561	chr3L	4361560	4361561
chr3L	4361597	4361598	chr3L	4361597	4361598
chr3L	4362453	4362454	chr3L	4362453	4362454
chr3L	4362433	4362434	chr3L	4362433	4362434
chr3L	4362434	4362435	chr3L	4362434	4362435
chr3L	4362420	4362421	chr3L	4362420	4362421
chr3L	4361604	4361605	chr3L	4361604	4361605
chr3L	4362674	4362675	chr3L	4362674	4362675
chr3L	4362289	4362290	chr3L	4362289	4362290
chr3L	15903139	15903140	chr3L	15903139	15903140
chr3L	9736382	9736383	chr3L	9736382	9736383
chr3L	9737708	9737709	chr3L	9737708	9737709
chr3L	9737467	9737468	chr3L	9737467	9737468
chr3L	9737722	9737723	chr3L	9737722	9737723
chr3L	9734667	9734668	chr3L	9734667	9734668
chr3L	9735580	9735581	chr3L	9735580	9735581
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	2666003	2666004	chr3L	2666003	2666004
chr3L	2665990	2665991	chr3L	2665990	2665991
chr3L	2666151	2666152	chr3L	2666151	2666152
chr3L	2666150	2666151	chr3L	2666150	2666151
chr3L	15861638	15861639	chr3L	15861638	15861639
chr3L	984398	984399	chr3L	984398	984399
chr3L	11816865	11816866	chr3L	11816865	11816866
chr3L	2438707	2438708	chr3L	2438707	2438708
chr3L	23220164	23220165	chr3L	23220164	23220165
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	3086223	3086224	chr3L	3086223	3086224
chr3L	11175769	11175770	chr3L	11175769	11175770
chr3L	11175768	11175769	chr3L	11175768	11175769
chr3L	11176185	11176186	chr3L	11176185	11176186
chr3L	11176183	11176184	chr3L	11176183	11176184
chr3L	11175776	11175777	chr3L	11175776	11175777
chr3L	11176186	11176187	chr3L	11176186	11176187
chr3L	2510974	2510975	chr3L	2510974	2510975
chr3L	23023527	23023528	chr3L	23023527	23023528
chr3L	23023306	23023307	chr3L	23023306	23023307
chr3L	23023283	23023284	chr3L	23023283	23023284
chr3L	23023275	23023276	chr3L	23023275	23023276
chr3L	23023290	23023291	chr3L	23023290	23023291
chr3L	23023284	23023285	chr3L	23023284	23023285
chr3L	23023297	23023298	chr3L	23023297	23023298
chr3L	23023305	23023306	chr3L	23023305	23023306
chr3L	23023314	23023315	chr3L	23023314	23023315
chr3L	9953048	9953049	chr3L	9953048	9953049
chr3L	4586053	4586054	chr3L	4586053	4586054
chr3L	4586039	4586040	chr3L	4586039	4586040
chr3L	4585858	4585859	chr3L	4585858	4585859
chr3L	4586714	4586715	chr3L	4586714	4586715
chr3L	4586715	4586716	chr3L	4586715	4586716
chr3L	4584249	4584250	chr3L	4584249	4584250
chr3L	4584431	4584432	chr3L	4584431	4584432
chr3L	4584256	4584257	chr3L	4584256	4584257
chr3L	4585859	4585860	chr3L	4585859	4585860
chr3L	4585851	4585852	chr3L	4585851	4585852
chr3L	4585849	4585850	chr3L	4585849	4585850
chr3L	4585865	4585866	chr3L	4585865	4585866
chr3L	16052952	16052953	chr3L	16052952	16052953
chr3L	11079150	11079151	chr3L	11079150	11079151
chr3L	7854090	7854091	chr3L	7854090	7854091
chr3L	7855224	7855225	chr3L	7855224	7855225
chr3L	9743664	9743665	chr3L	9743664	9743665
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	9745335	9745336	chr3L	9745335	9745336
chr3L	10576656	10576657	chr3L	10576656	10576657
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	15861638	15861639	chr3L	15861638	15861639
chr3L	13881851	13881852	chr3L	13881851	13881852
chr3L	13881861	13881862	chr3L	13881861	13881862
chr3L	23220164	23220165	chr3L	23220164	23220165
chr3L	23270752	23270753	chr3L	23270752	23270753
chr3L	23271197	23271198	chr3L	23271197	23271198
chr3L	23271520	23271521	chr3L	23271520	23271521
chr3L	2438707	2438708	chr3L	2438707	2438708
chr3L	7527811	7527812	chr3L	7527811	7527812
chr3L	16068018	16068019	chr3L	16068018	16068019
chr3L	4814523	4814524	chr3L	4814523	4814524
chr3L	4818886	4818887	chr3L	4818886	4818887
chr3L	9736382	9736383	chr3L	9736382	9736383
chr3L	9737708	9737709	chr3L	9737708	9737709
chr3L	9737467	9737468	chr3L	9737467	9737468
chr3L	9737722	9737723	chr3L	9737722	9737723
chr3L	9734667	9734668	chr3L	9734667	9734668
chr3L	9735580	9735581	chr3L	9735580	9735581
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	445220	445221	chr3L	445220	445221
chr3L	7654509	7654510	chr3L	7654509	7654510
chr3L	7527811	7527812	chr3L	7527811	7527812
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	21207872	21207873	chr3L	21207872	21207873
chr3L	21207897	21207898	chr3L	21207897	21207898
chr3L	21207839	21207840	chr3L	21207839	21207840
chr3L	21207812	21207813	chr3L	21207812	21207813
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	598748	598749	chr3L	598748	598749
chr3L	598790	598791	chr3L	598790	598791
chr3L	9155218	9155219	chr3L	9155218	9155219
chr3L	9155185	9155186	chr3L	9155185	9155186
chr3L	9155609	9155610	chr3L	9155609	9155610
chr3L	17066308	17066309	chr3L	17066308	17066309
chr3L	2665720	2665721	chr3L	2665720	2665721
chr3L	2665836	2665837	chr3L	2665836	2665837
chr3L	2666003	2666004	chr3L	2666003	2666004
chr3L	2665990	2665991	chr3L	2665990	2665991
chr3L	2666151	2666152	chr3L	2666151	2666152
chr3L	2666150	2666151	chr3L	2666150	2666151
chr3L	9113381	9113382	chr3L	9113381	9113382
chr3L	4956141	4956142	chr3L	4956141	4956142
chr3L	7666636	7666637	chr3L	7666636	7666637
chr3L	7666636	7666637	chr3L	7666636	7666637
chr3L	7666308	7666309	chr3L	7666308	7666309
chr3L	7666308	7666309	chr3L	7666308	7666309
chr3L	7667208	7667209	chr3L	7667208	7667209
chr3L	7667208	7667209	chr3L	7667208	7667209
chr3L	7674598	7674599	chr3L	7674598	7674599
chr3L	7674598	7674599	chr3L	7674598	7674599
chr3L	7671634	7671635	chr3L	7671634	7671635
chr3L	7671634	7671635	chr3L	7671634	7671635
chr3L	7682943	7682944	chr3L	7682943	7682944
chr3L	7682943	7682944	chr3L	7682943	7682944
chr3L	7684233	7684234	chr3L	7684233	7684234
chr3L	4566252	4566253	chr3L	4566252	4566253
chr3L	4567338	4567339	chr3L	4567338	4567339
chr3L	4569589	4569590	chr3L	4569589	4569590
chr3L	4567339	4567340	chr3L	4567339	4567340
chr3L	4586053	4586054	chr3L	4586053	4586054
chr3L	4572176	4572177	chr3L	4572176	4572177
chr3L	4577495	4577496	chr3L	4577495	4577496
chr3L	4586039	4586040	chr3L	4586039	4586040
chr3L	4585858	4585859	chr3L	4585858	4585859
chr3L	4586714	4586715	chr3L	4586714	4586715
chr3L	4586715	4586716	chr3L	4586715	4586716
chr3L	4584249	4584250	chr3L	4584249	4584250
chr3L	4577015	4577016	chr3L	4577015	4577016
chr3L	4584431	4584432	chr3L	4584431	4584432
chr3L	4584256	4584257	chr3L	4584256	4584257
chr3L	4585859	4585860	chr3L	4585859	4585860
chr3L	4574327	4574328	chr3L	4574327	4574328
chr3L	4585851	4585852	chr3L	4585851	4585852
chr3L	4585849	4585850	chr3L	4585849	4585850
chr3L	4576149	4576150	chr3L	4576149	4576150
chr3L	4585865	4585866	chr3L	4585865	4585866
chr3L	4574410	4574411	chr3L	4574410	4574411
chr3L	4574431	4574432	chr3L	4574431	4574432
chr3L	4573580	4573581	chr3L	4573580	4573581
chr3L	16068018	16068019	chr3L	16068018	16068019
chr3L	984398	984399	chr3L	984398	984399
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	16068018	16068019	chr3L	16068018	16068019
chr3L	978845	978846	chr3L	978845	978846
chr3L	974363	974364	chr3L	974363	974364
chr3L	976856	976857	chr3L	976856	976857
chr3L	977992	977993	chr3L	977992	977993
chr3L	978850	978851	chr3L	978850	978851
chr3L	978858	978859	chr3L	978858	978859
chr3L	977103	977104	chr3L	977103	977104
chr3L	984398	984399	chr3L	984398	984399
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	20168684	20168685	chr3L	20168684	20168685
chr3L	9113381	9113382	chr3L	9113381	9113382
chr3L	9155218	9155219	chr3L	9155218	9155219
chr3L	9156623	9156624	chr3L	9156623	9156624
chr3L	9155185	9155186	chr3L	9155185	9155186
chr3L	9155609	9155610	chr3L	9155609	9155610
chr3L	9161861	9161862	chr3L	9161861	9161862
chr3L	9161030	9161031	chr3L	9161030	9161031
chr3L	9161864	9161865	chr3L	9161864	9161865
chr3L	9161860	9161861	chr3L	9161860	9161861
chr3L	9160219	9160220	chr3L	9160219	9160220
chr3L	9161863	9161864	chr3L	9161863	9161864
chr3L	9736382	9736383	chr3L	9736382	9736383
chr3L	9737708	9737709	chr3L	9737708	9737709
chr3L	9737467	9737468	chr3L	9737467	9737468
chr3L	9737722	9737723	chr3L	9737722	9737723
chr3L	9734667	9734668	chr3L	9734667	9734668
chr3L	9735580	9735581	chr3L	9735580	9735581
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	650967	650968	chr3L	650967	650968
chr3L	2560918	2560919	chr3L	2560918	2560919
chr3L	2560698	2560699	chr3L	2560698	2560699
chr3L	2561927	2561928	chr3L	2561927	2561928
chr3L	2563191	2563192	chr3L	2563191	2563192
chr3L	2561933	2561934	chr3L	2561933	2561934
chr3L	2561928	2561929	chr3L	2561928	2561929
chr3L	2562617	2562618	chr3L	2562617	2562618
chr3L	2562616	2562617	chr3L	2562616	2562617
chr3L	2560831	2560832	chr3L	2560831	2560832
chr3L	23220164	23220165	chr3L	23220164	23220165
chr3L	984398	984399	chr3L	984398	984399
chr3L	16956784	16956785	chr3L	16956784	16956785
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	4586714	4586715	chr3L	4586714	4586715
chr3L	4586715	4586716	chr3L	4586715	4586716
chr3L	11362389	11362390	chr3L	11362389	11362390
chr3L	6096241	6096242	chr3L	6096241	6096242
chr3L	23270752	23270753	chr3L	23270752	23270753
chr3L	23271197	23271198	chr3L	23271197	23271198
chr3L	23271520	23271521	chr3L	23271520	23271521
chr3L	23022587	23022588	chr3L	23022587	23022588
chr3L	23022886	23022887	chr3L	23022886	23022887
chr3L	23022570	23022571	chr3L	23022570	23022571
chr3L	23022582	23022583	chr3L	23022582	23022583
chr3L	23022604	23022605	chr3L	23022604	23022605
chr3L	23022624	23022625	chr3L	23022624	23022625
chr3L	23022611	23022612	chr3L	23022611	23022612
chr3L	23022569	23022570	chr3L	23022569	23022570
chr3L	23022860	23022861	chr3L	23022860	23022861
chr3L	23022747	23022748	chr3L	23022747	23022748
chr3L	23022589	23022590	chr3L	23022589	23022590
chr3L	23022565	23022566	chr3L	23022565	23022566
chr3L	23022585	23022586	chr3L	23022585	23022586
chr3L	23022748	23022749	chr3L	23022748	23022749
chr3L	23022771	23022772	chr3L	23022771	23022772
chr3L	23022775	23022776	chr3L	23022775	23022776
chr3L	23022671	23022672	chr3L	23022671	23022672
chr3L	23022625	23022626	chr3L	23022625	23022626
chr3L	2438707	2438708	chr3L	2438707	2438708
chr3L	16068018	16068019	chr3L	16068018	16068019
chr3L	20156806	20156807	chr3L	20156806	20156807
chr3L	20156949	20156950	chr3L	20156949	20156950
chr3L	20156776	20156777	chr3L	20156776	20156777
chr3L	9736382	9736383	chr3L	9736382	9736383
chr3L	9737708	9737709	chr3L	9737708	9737709
chr3L	9737467	9737468	chr3L	9737467	9737468
chr3L	9737722	9737723	chr3L	9737722	9737723
chr3L	9734667	9734668	chr3L	9734667	9734668
chr3L	9735580	9735581	chr3L	9735580	9735581
chr3L	9743347	9743348	chr3L	9743347	9743348
chr3L	11227994	11227995	chr3L	11227994	11227995
chr3L	11230070	11230071	chr3L	11230070	11230071
chr3L	11230319	11230320	chr3L	11230319	11230320
chr3L	11229717	11229718	chr3L	11229717	11229718
chr3L	5722438	5722439	chr3L	5722438	5722439
chr3L	7013080	7013081	chr3L	7013080	7013081
chr3L	8246092	8246093	chr3L	8246092	8246093
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	974363	974364	chr3L	974363	974364
chr3L	23023527	23023528	chr3L	23023527	23023528
chr3L	23022587	23022588	chr3L	23022587	23022588
chr3L	23022886	23022887	chr3L	23022886	23022887
chr3L	23022570	23022571	chr3L	23022570	23022571
chr3L	23022582	23022583	chr3L	23022582	23022583
chr3L	23022604	23022605	chr3L	23022604	23022605
chr3L	23022624	23022625	chr3L	23022624	23022625
chr3L	23022611	23022612	chr3L	23022611	23022612
chr3L	23023306	23023307	chr3L	23023306	23023307
chr3L	23023283	23023284	chr3L	23023283	23023284
chr3L	23023275	23023276	chr3L	23023275	23023276
chr3L	23023290	23023291	chr3L	23023290	23023291
chr3L	23023284	23023285	chr3L	23023284	23023285
chr3L	23022569	23022570	chr3L	23022569	23022570
chr3L	23022860	23022861	chr3L	23022860	23022861
chr3L	23023297	23023298	chr3L	23023297	23023298
chr3L	23023305	23023306	chr3L	23023305	23023306
chr3L	23023314	23023315	chr3L	23023314	23023315
chr3L	23022747	23022748	chr3L	23022747	23022748
chr3L	23022589	23022590	chr3L	23022589	23022590
chr3L	23022565	23022566	chr3L	23022565	23022566
chr3L	23022585	23022586	chr3L	23022585	23022586
chr3L	23022748	23022749	chr3L	23022748	23022749
chr3L	23022771	23022772	chr3L	23022771	23022772
chr3L	23022775	23022776	chr3L	23022775	23022776
chr3L	23022671	23022672	chr3L	23022671	23022672
chr3L	23022625	23022626	chr3L	23022625	23022626
chr3L	10576656	10576657	chr3L	10576656	10576657
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	650967	650968	chr3L	650967	650968
chr3L	16956784	16956785	chr3L	16956784	16956785
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	16052952	16052953	chr3L	16052952	16052953
chr3L	23220164	23220165	chr3L	23220164	23220165
chr3L	8578828	8578829	chr3L	8578828	8578829
chr3L	16371805	16371806	chr3L	16371805	16371806
chr3L	196929	196930	chr3L	196929	196930
chr3L	22583220	22583221	chr3L	22583220	22583221
chr3L	9098695	9098696	chr3L	9098695	9098696
chr3L	9097963	9097964	chr3L	9097963	9097964
chr3L	7693114	7693115	chr3L	7693114	7693115
chr3L	7693114	7693115	chr3L	7693114	7693115
chr3L	7693373	7693374	chr3L	7693373	7693374
chr3L	7693373	7693374	chr3L	7693373	7693374
chr3L	7690117	7690118	chr3L	7690117	7690118
chr3L	7690117	7690118	chr3L	7690117	7690118
chr3L	7697698	7697699	chr3L	7697698	7697699
chr3L	7697308	7697309	chr3L	7697308	7697309
chr3L	14116467	14116468	chr3L	14116467	14116468
chr3L	13881851	13881852	chr3L	13881851	13881852
chr3L	13881861	13881862	chr3L	13881861	13881862
chr3L	17060394	17060395	chr3L	17060394	17060395
chr3L	17060394	17060395	chr3L	17060394	17060395
chr3L	445220	445221	chr3L	445220	445221
chr3L	9150393	9150394	chr3L	9150393	9150394
chr3L	9147825	9147826	chr3L	9147825	9147826
chr3L	2510974	2510975	chr3L	2510974	2510975
chr3L	7654509	7654510	chr3L	7654509	7654510
chr3L	1027109	1027110	chr3L	1027109	1027110
chr3L	1026639	1026640	chr3L	1026639	1026640
chr3L	650967	650968	chr3L	650967	650968
chr3L	445220	445221	chr3L	445220	445221
chr3L	1029413	1029414	chr3L	1029413	1029414
chr3L	1027109	1027110	chr3L	1027109	1027110
chr3L	1026639	1026640	chr3L	1026639	1026640
chr3L	20156806	20156807	chr3L	20156806	20156807
chr3L	20156949	20156950	chr3L	20156949	20156950
chr3L	20156776	20156777	chr3L	20156776	20156777
chr3L	8246092	8246093	chr3L	8246092	8246093
chr3L	8605330	8605331	chr3L	8605330	8605331
chr3L	2404639	2404640	chr3L	2404639	2404640
chr3L	23023527	23023528	chr3L	23023527	23023528
chr3L	23022587	23022588	chr3L	23022587	23022588
chr3L	23022886	23022887	chr3L	23022886	23022887
chr3L	23022570	23022571	chr3L	23022570	23022571
chr3L	23022582	23022583	chr3L	23022582	23022583
chr3L	23022604	23022605	chr3L	23022604	23022605
chr3L	23022624	23022625	chr3L	23022624	23022625
chr3L	23022611	23022612	chr3L	23022611	23022612
chr3L	23023306	23023307	chr3L	23023306	23023307
chr3L	23023283	23023284	chr3L	23023283	23023284
chr3L	23023275	23023276	chr3L	23023275	23023276
chr3L	23023290	23023291	chr3L	23023290	23023291
chr3L	23023284	23023285	chr3L	23023284	23023285
chr3L	23022569	23022570	chr3L	23022569	23022570
chr3L	23022860	23022861	chr3L	23022860	23022861
chr3L	23023297	23023298	chr3L	23023297	23023298
chr3L	23023305	23023306	chr3L	23023305	23023306
chr3L	23023314	23023315	chr3L	23023314	23023315
chr3L	23022747	23022748	chr3L	23022747	23022748
chr3L	23022589	23022590	chr3L	23022589	23022590
chr3L	23022565	23022566	chr3L	23022565	23022566
chr3L	23022585	23022586	chr3L	23022585	23022586
chr3L	23022748	23022749	chr3L	23022748	23022749
chr3L	23022771	23022772	chr3L	23022771	23022772
chr3L	23022775	23022776	chr3L	23022775	23022776
chr3L	23022671	23022672	chr3L	23022671	23022672
chr3L	23022625	23022626	chr3L	23022625	23022626
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	16956784	16956785	chr3L	16956784	16956785
chr3L	23220164	23220165	chr3L	23220164	23220165
chr3L	2925255	2925256	chr3L	2925255	2925256
chr3L	2925090	2925091	chr3L	2925090	2925091
chr3L	10576656	10576657	chr3L	10576656	10576657
chr3L	2925255	2925256	chr3L	2925255	2925256
chr3L	2925090	2925091	chr3L	2925090	2925091
chr3L	11816865	11816866	chr3L	11816865	11816866
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	23270752	23270753	chr3L	23270752	23270753
chr3L	23271197	23271198	chr3L	23271197	23271198
chr3L	23271520	23271521	chr3L	23271520	23271521
chr3L	288108	288109	chr3L	288108	288109
chr3L	650967	650968	chr3L	650967	650968
chr3L	874650	874651	chr3L	874650	874651
chr3L	16052952	16052953	chr3L	16052952	16052953
chr3L	598748	598749	chr3L	598748	598749
chr3L	598790	598791	chr3L	598790	598791
chr3L	598748	598749	chr3L	598748	598749
chr3L	598790	598791	chr3L	598790	598791
chr3L	3596432	3596433	chr3L	3596432	3596433
chr3L	16956784	16956785	chr3L	16956784	16956785
chr3L	650967	650968	chr3L	650967	650968
chr3L	8467062	8467063	chr3L	8467062	8467063
chr3L	8465991	8465992	chr3L	8465991	8465992
chr3L	8530922	8530923	chr3L	8530922	8530923
chr3L	8535567	8535568	chr3L	8535567	8535568
chr3L	8521930	8521931	chr3L	8521930	8521931
chr3L	650967	650968	chr3L	650967	650968
chr3L	8450838	8450839	chr3L	8450838	8450839
chr3L	8450841	8450842	chr3L	8450841	8450842
chr3L	8450865	8450866	chr3L	8450865	8450866
chr3L	650967	650968	chr3L	650967	650968
chr3L	11816865	11816866	chr3L	11816865	11816866
chr3L	2941311	2941312	chr3L	2941311	2941312
chr3L	2941131	2941132	chr3L	2941131	2941132
chr3L	2940919	2940920	chr3L	2940919	2940920
chr3L	2941312	2941313	chr3L	2941312	2941313
chr3L	2941364	2941365	chr3L	2941364	2941365
chr3L	2941426	2941427	chr3L	2941426	2941427
chr3L	2941132	2941133	chr3L	2941132	2941133
chr3L	2941425	2941426	chr3L	2941425	2941426
chr3L	2941396	2941397	chr3L	2941396	2941397
chr3L	8246092	8246093	chr3L	8246092	8246093
chr3L	11816865	11816866	chr3L	11816865	11816866
chr3L	8246092	8246093	chr3L	8246092	8246093
chr3L	8246092	8246093	chr3L	8246092	8246093
chr3L	10568254	10568255	chr3L	10568254	10568255
chr3L	10568254	10568255	chr3L	10568254	10568255
